Timestamp,Protocol,Payload Size (bytes),Device Active Time (ms)
70367340244100,MQTT,102,0
70367341684400,MQTT,102,0
70367341491600,MQTT,102,0
70367341813400,MQTT,102,0
70367341911700,MQTT,102,0
70367341994100,MQTT,102,0
70367342166600,MQTT,102,0
70367341083800,MQTT,102,0
70367342084100,MQTT,102,0
70367393502700,MQTT,102,0
70367394076700,MQTT,102,0
70367394496300,MQTT,102,0
70367394327400,MQTT,102,0
70367394627600,MQTT,102,0
70367399244300,MQTT,102,0
70367403704500,MQTT,102,0
70367404435900,MQTT,102,0
70367404578900,MQTT,102,0
70367404223100,MQTT,102,0
70367404700500,MQTT,102,0
70367409103900,MQTT,102,0
70367409556500,MQTT,102,0
70367409728800,MQTT,102,0
70367409379900,MQTT,102,0
70367409860500,MQTT,102,0
70367409981900,MQTT,102,0
70367430143600,MQTT,102,0
70367431090200,MQTT,102,0
70367431389600,MQTT,102,0
70367430815200,MQTT,102,0
70367431488400,MQTT,102,0
70367443096100,MQTT,102,0
70367443535100,MQTT,102,0
70367443810600,MQTT,102,0
70367444527900,MQTT,102,0
70367443972800,MQTT,102,0
70367444696600,MQTT,102,0
70367444853600,MQTT,102,0
70367444337800,MQTT,102,0
70367444982500,MQTT,102,0
70367445117900,MQTT,102,0
70367505661900,MQTT,102,0
70367506204500,MQTT,102,0
70367506439100,MQTT,102,0
70367506595200,MQTT,102,0
70367506770000,MQTT,102,0
70367511452700,MQTT,102,0
70367511905500,MQTT,102,0
