Timestamp,Protocol,Payload Size (bytes),Device Active Time (ms),Client IP,Client Port,Header Size (bytes),QoS / Method
79119287406800,MQTT,2090,0,N/A (Broker),N/A,15,0
79119304187800,MQTT,2090,0,N/A (Broker),N/A,15,0
79119324932900,MQTT,2090,0,N/A (Broker),N/A,15,0
79119358541300,MQTT,2090,0,N/A (Broker),N/A,15,0
79119378292700,MQTT,2090,0,N/A (Broker),N/A,15,0
79119453686200,MQTT,2090,0,N/A (Broker),N/A,15,0
79678405238000,HTTP,2273,0,::ffff:10.85.52.177,60278,198,POST
79678465275600,HTTP,2273,0,::ffff:10.85.52.177,55835,198,POST
79678522451500,HTTP,2273,0,::ffff:10.85.52.177,52742,198,POST
79678580463000,HTTP,2273,0,::ffff:10.85.52.177,50437,198,POST
79678678576500,HTTP,2273,0,::ffff:10.85.52.177,59216,198,POST
79678740165000,HTTP,2273,0,::ffff:10.85.52.177,58828,198,POST
79678805882200,HTTP,2273,0,::ffff:10.85.52.177,53821,198,POST
79678854435600,HTTP,2273,0,::ffff:10.85.52.177,63295,198,POST
79678901497400,HTTP,2273,0,::ffff:10.85.52.177,61742,198,POST
79678949145500,HTTP,2273,0,::ffff:10.85.52.177,62586,198,POST
79679003906900,HTTP,2273,0,::ffff:10.85.52.177,49322,198,POST
79679054192600,HTTP,2273,0,::ffff:10.85.52.177,56062,198,POST
79679102952000,HTTP,2273,0,::ffff:10.85.52.177,53035,198,POST
79679151846200,HTTP,2273,0,::ffff:10.85.52.177,57822,198,POST
79679201929600,HTTP,2273,0,::ffff:10.85.52.177,60230,198,POST
79679250614400,HTTP,2273,0,::ffff:10.85.52.177,53584,198,POST
79679317085100,HTTP,2273,0,::ffff:10.85.52.177,57869,198,POST
79679365008000,HTTP,2273,0,::ffff:10.85.52.177,54357,198,POST
79679412499000,HTTP,2273,0,::ffff:10.85.52.177,49565,198,POST
79679458252300,HTTP,2273,0,::ffff:10.85.52.177,55513,198,POST
79679516328500,HTTP,2273,0,::ffff:10.85.52.177,55700,198,POST
79679561546500,HTTP,2273,0,::ffff:10.85.52.177,50452,198,POST
79679607758200,HTTP,2273,0,::ffff:10.85.52.177,63465,198,POST
79679652896400,HTTP,2273,0,::ffff:10.85.52.177,59841,198,POST
79679709343700,HTTP,2273,0,::ffff:10.85.52.177,56431,198,POST
79679755393400,HTTP,2273,0,::ffff:10.85.52.177,50321,198,POST
79679809154900,HTTP,2273,0,::ffff:10.85.52.177,59859,198,POST
79679858907500,HTTP,2273,0,::ffff:10.85.52.177,51464,198,POST
79679947772200,HTTP,2273,0,::ffff:10.85.52.177,52697,198,POST
79679992470800,HTTP,2273,0,::ffff:10.85.52.177,53005,198,POST
79680035409500,HTTP,2273,0,::ffff:10.85.52.177,55458,198,POST
79680079709400,HTTP,2273,0,::ffff:10.85.52.177,65294,198,POST
79680126155800,HTTP,2273,0,::ffff:10.85.52.177,51495,198,POST
79680169807200,HTTP,2273,0,::ffff:10.85.52.177,62100,198,POST
79680220725100,HTTP,2273,0,::ffff:10.85.52.177,62641,198,POST
79680265220600,HTTP,2273,0,::ffff:10.85.52.177,50359,198,POST
79680318528400,HTTP,2273,0,::ffff:10.85.52.177,62872,198,POST
79680360596700,HTTP,2273,0,::ffff:10.85.52.177,62603,198,POST
79680410063000,HTTP,2273,0,::ffff:10.85.52.177,51059,198,POST
79680453328200,HTTP,2273,0,::ffff:10.85.52.177,63707,198,POST
79680495784600,HTTP,2273,0,::ffff:10.85.52.177,49587,198,POST
79680544769800,HTTP,2273,0,::ffff:10.85.52.177,62810,198,POST
79732879439300,HTTP,2273,0,::ffff:10.85.52.177,60304,198,POST
79741475684700,MQTT,2090,0,N/A (Broker),N/A,15,0
79741492817000,MQTT,2090,0,N/A (Broker),N/A,15,0
79741510052900,MQTT,2090,0,N/A (Broker),N/A,15,0
79741525783200,MQTT,2090,0,N/A (Broker),N/A,15,0
79741551485500,MQTT,2090,0,N/A (Broker),N/A,15,0
79741568545400,MQTT,2090,0,N/A (Broker),N/A,15,0
79741584805500,MQTT,2090,0,N/A (Broker),N/A,15,0
79741600590300,MQTT,2090,0,N/A (Broker),N/A,15,0
79741616755600,MQTT,2090,0,N/A (Broker),N/A,15,0
79741640323200,MQTT,2090,0,N/A (Broker),N/A,15,0
79741656594600,MQTT,2090,0,N/A (Broker),N/A,15,0
79741672796400,MQTT,2090,0,N/A (Broker),N/A,15,0
79741696191600,MQTT,2090,0,N/A (Broker),N/A,15,0
79741714346100,MQTT,2090,0,N/A (Broker),N/A,15,0
79741736789800,MQTT,2090,0,N/A (Broker),N/A,15,0
79741763578600,MQTT,2090,0,N/A (Broker),N/A,15,0
79741778818500,MQTT,2090,0,N/A (Broker),N/A,15,0
79741802279900,MQTT,2090,0,N/A (Broker),N/A,15,0
79741828065300,MQTT,2090,0,N/A (Broker),N/A,15,0
79741845634700,MQTT,2090,0,N/A (Broker),N/A,15,0
79741872413400,MQTT,2090,0,N/A (Broker),N/A,15,0
79741891611700,MQTT,2090,0,N/A (Broker),N/A,15,0
79741964616400,MQTT,2090,0,N/A (Broker),N/A,15,0
79741984538500,MQTT,2090,0,N/A (Broker),N/A,15,0
79742009042800,MQTT,2090,0,N/A (Broker),N/A,15,0
79742025849900,MQTT,2090,0,N/A (Broker),N/A,15,0
79742048230400,MQTT,2090,0,N/A (Broker),N/A,15,0
79742074966500,MQTT,2090,0,N/A (Broker),N/A,15,0
79742098359100,MQTT,2090,0,N/A (Broker),N/A,15,0
79742122605000,MQTT,2090,0,N/A (Broker),N/A,15,0
79742146162400,MQTT,2090,0,N/A (Broker),N/A,15,0
79742164356000,MQTT,2090,0,N/A (Broker),N/A,15,0
79742181374800,MQTT,2090,0,N/A (Broker),N/A,15,0
79742204820200,MQTT,2090,0,N/A (Broker),N/A,15,0
79742229679600,MQTT,2090,0,N/A (Broker),N/A,15,0
79742243493000,MQTT,2090,0,N/A (Broker),N/A,15,0
79742269181200,MQTT,2090,0,N/A (Broker),N/A,15,0
79742291801500,MQTT,2090,0,N/A (Broker),N/A,15,0
79742306360500,MQTT,2090,0,N/A (Broker),N/A,15,0
79742329244800,MQTT,2090,0,N/A (Broker),N/A,15,0
79742355426500,MQTT,2090,0,N/A (Broker),N/A,15,0
79742375047600,MQTT,2090,0,N/A (Broker),N/A,15,0
79742386586200,MQTT,2090,0,N/A (Broker),N/A,15,0
79742407895200,MQTT,2090,0,N/A (Broker),N/A,15,0
79742430299000,MQTT,2090,0,N/A (Broker),N/A,15,0
79742445468700,MQTT,2090,0,N/A (Broker),N/A,15,0
79742478795600,MQTT,2090,0,N/A (Broker),N/A,15,0
79742503696800,MQTT,2090,0,N/A (Broker),N/A,15,0
79742518666200,MQTT,2090,0,N/A (Broker),N/A,15,0
79742540857900,MQTT,2090,0,N/A (Broker),N/A,15,0
79742565364700,MQTT,2090,0,N/A (Broker),N/A,15,0
79742587222300,MQTT,2090,0,N/A (Broker),N/A,15,0
79742636547500,MQTT,2090,0,N/A (Broker),N/A,15,0
79742651775000,MQTT,2090,0,N/A (Broker),N/A,15,0
79742678497600,MQTT,2090,0,N/A (Broker),N/A,15,0
79742693035900,MQTT,2090,0,N/A (Broker),N/A,15,0
79742713945800,MQTT,2090,0,N/A (Broker),N/A,15,0
79742735639400,MQTT,2090,0,N/A (Broker),N/A,15,0
79742752463000,MQTT,2090,0,N/A (Broker),N/A,15,0
79742782875200,MQTT,2090,0,N/A (Broker),N/A,15,0
79742806875500,MQTT,2090,0,N/A (Broker),N/A,15,0
79742820574200,MQTT,2090,0,N/A (Broker),N/A,15,0
79742841681200,MQTT,2090,0,N/A (Broker),N/A,15,0
79742855707200,MQTT,2090,0,N/A (Broker),N/A,15,0
79742882425900,MQTT,2090,0,N/A (Broker),N/A,15,0
79742901384700,MQTT,2090,0,N/A (Broker),N/A,15,0
79742919916900,MQTT,2090,0,N/A (Broker),N/A,15,0
79742941222400,MQTT,2090,0,N/A (Broker),N/A,15,0
79742955262900,MQTT,2090,0,N/A (Broker),N/A,15,0
79742986975700,MQTT,2090,0,N/A (Broker),N/A,15,0
79743010874200,MQTT,2090,0,N/A (Broker),N/A,15,0
79743025068100,MQTT,2090,0,N/A (Broker),N/A,15,0
79743048678100,MQTT,2090,0,N/A (Broker),N/A,15,0
79743067673200,MQTT,2090,0,N/A (Broker),N/A,15,0
79743094567900,MQTT,2090,0,N/A (Broker),N/A,15,0
79743109102600,MQTT,2090,0,N/A (Broker),N/A,15,0
79743133000800,MQTT,2090,0,N/A (Broker),N/A,15,0
79743155437900,MQTT,2090,0,N/A (Broker),N/A,15,0
79743174195600,MQTT,2090,0,N/A (Broker),N/A,15,0
79743201272100,MQTT,2090,0,N/A (Broker),N/A,15,0
79743223809000,MQTT,2090,0,N/A (Broker),N/A,15,0
79743238430700,MQTT,2090,0,N/A (Broker),N/A,15,0
79743262504400,MQTT,2090,0,N/A (Broker),N/A,15,0
79743288792200,MQTT,2090,0,N/A (Broker),N/A,15,0
79743304618300,MQTT,2090,0,N/A (Broker),N/A,15,0
79743319825000,MQTT,2090,0,N/A (Broker),N/A,15,0
79743342529400,MQTT,2090,0,N/A (Broker),N/A,15,0
79743365458800,MQTT,2090,0,N/A (Broker),N/A,15,0
79743386620100,MQTT,2090,0,N/A (Broker),N/A,15,0
79743410216400,MQTT,2090,0,N/A (Broker),N/A,15,0
79743471831000,MQTT,2090,0,N/A (Broker),N/A,15,0
79743494784300,MQTT,2090,0,N/A (Broker),N/A,15,0
79743520333400,MQTT,2090,0,N/A (Broker),N/A,15,0
79743585168100,MQTT,2090,0,N/A (Broker),N/A,15,0
79743602143200,MQTT,2090,0,N/A (Broker),N/A,15,0
79743621529300,MQTT,2090,0,N/A (Broker),N/A,15,0
79743644190000,MQTT,2090,0,N/A (Broker),N/A,15,0
79743665578000,MQTT,2090,0,N/A (Broker),N/A,15,0
79743694584400,MQTT,2090,0,N/A (Broker),N/A,15,0
79743766752200,MQTT,2090,0,N/A (Broker),N/A,15,0
